title,summary,authors,published,updated,url,pdf_url,matched_query,year
"Magnetic polarons beyond linear spin-wave theory: Mesons dressed by
  magnons","When a mobile hole is doped into an antiferromagnet, its movement will
distort the surrounding magnetic order and yield a magnetic polaron. The
resulting complex interplay of spin and charge degrees of freedom gives rise to
very rich physics and is widely believed to be at the heart of high-temperature
superconductivity in cuprates. In this paper, we develop a quantitative
theoretical formalism, based on the phenomenological parton description, to
describe magnetic polarons in the strong coupling regime. We construct an
effective Hamiltonian with weak coupling to the spin-wave excitations in the
background, making the use of standard polaronic methods possible. Our starting
point is a single hole doped into an AFM described by a 'geometric string'
capturing the strongly correlated hopping processes of charge and spin degrees
of freedom, beyond linear spin-wave approximation. Subsequently, we introduce
magnon excitations through a generalized 1/S expansion and derive an effective
coupling of these spin-waves to the hole plus the string (the meson) to arrive
at an effective polaron Hamiltonian with density-density type interactions.
After making a Born-Oppenheimer-type approximation, this system is solved using
the self-consistent Born approximation to extract the renormalized polaron
properties. We apply our formalism (i) to calculate beyond linear spin-wave
ARPES spectra, (ii) to reveal the interplay of ro-vibrational meson
excitations, and (ii) to analyze the pseudogap expected at low doping.
Moreover, our work paves the way for exploring magnetic polarons out-of
equilibrium or in frustrated systems, where weak-coupling approaches are
desirable and going beyond linear spin-wave theory becomes necessary.","Pit Bermes, Annabelle Bohrdt, Fabian Grusdt",2024-01-31T19:14:17Z,2024-01-31T19:14:17Z,http://arxiv.org/abs/2402.00130v1,http://arxiv.org/pdf/2402.00130v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2024
SHViT: Single-Head Vision Transformer with Memory Efficient Macro Design,"Recently, efficient Vision Transformers have shown great performance with low
latency on resource-constrained devices. Conventionally, they use 4x4 patch
embeddings and a 4-stage structure at the macro level, while utilizing
sophisticated attention with multi-head configuration at the micro level. This
paper aims to address computational redundancy at all design levels in a
memory-efficient manner. We discover that using larger-stride patchify stem not
only reduces memory access costs but also achieves competitive performance by
leveraging token representations with reduced spatial redundancy from the early
stages. Furthermore, our preliminary analyses suggest that attention layers in
the early stages can be substituted with convolutions, and several attention
heads in the latter stages are computationally redundant. To handle this, we
introduce a single-head attention module that inherently prevents head
redundancy and simultaneously boosts accuracy by parallelly combining global
and local information. Building upon our solutions, we introduce SHViT, a
Single-Head Vision Transformer that obtains the state-of-the-art speed-accuracy
tradeoff. For example, on ImageNet-1k, our SHViT-S4 is 3.3x, 8.1x, and 2.4x
faster than MobileViTv2 x1.0 on GPU, CPU, and iPhone12 mobile device,
respectively, while being 1.3% more accurate. For object detection and instance
segmentation on MS COCO using Mask-RCNN head, our model achieves performance
comparable to FastViT-SA12 while exhibiting 3.8x and 2.0x lower backbone
latency on GPU and mobile device, respectively.","Seokju Yun, Youngmin Ro",2024-01-29T09:12:23Z,2024-03-27T04:14:59Z,http://arxiv.org/abs/2401.16456v2,http://arxiv.org/pdf/2401.16456v2.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2024
"The Otbot project: Dynamic modelling, parameter identification, and
  motion control of an omnidirectional tire-wheeled robot","In recent years, autonomous mobile platforms are finding an increasing range
of applications in inspection or surveillance tasks, or to the transport of
objects, in places such as smart warehouses, factories or hospitals. In these
environments it is useful for the robot to have omnidirectional capability in
the plane, so it can navigate through narrow or cluttered areas, or make
position and orientation changes without having to maneuver. While this
capability is usually achieved with directional sliding wheels, this work
studies a particular robot that achieves omnidirectionality using conventional
wheels, which are easier to manufacture and maintain, and support larger loads
in general. This robot, which we call ``Otbot'' (for omnidirectional
tire-wheeled robot), was already conceived in the late 1990s, but all the
controllers that have been proposed for it are based on purely kinematic models
so far. These controllers may be sufficient if the robot is light, or if its
motors are powerful, but on platforms that have to carry large loads, or that
have more limited motors, it is necessary to resort to control laws based on
dynamic models if the full acceleration capacities are to be exploited. This
work develops a dynamic model of Otbot, proposes a plausible methodology to
identify its parameters, and designs a control law that, using this model, is
able to track prescribed trajectories in an accurate and robust manner.","Pere Giró, Enric Celaya, Lluís Ros",2023-11-17T19:31:32Z,2023-11-17T19:31:32Z,http://arxiv.org/abs/2311.10834v1,http://arxiv.org/pdf/2311.10834v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2023
"Privacy Perceptions in Robot-Assisted Well-Being Coaching: Examining the
  Roles of Information Transparency, User Control, and Proactivity","Social robots are increasingly recognized as valuable supporters in the field
of well-being coaching. They can function as independent coaches or provide
support alongside human coaches, and healthcare professionals. In coaching
interactions, these robots often handle sensitive information shared by users,
making privacy a relevant issue. Despite this, little is known about the
factors that shape users' privacy perceptions. This research aims to examine
three key factors systematically: (1) the transparency about information usage,
(2) the level of specific user control over how the robot uses their
information, and (3) the robot's behavioral approach - whether it acts
proactively or only responds on demand. Our results from an online study (N =
200) show that even when users grant the robot general access to personal data,
they additionally expect the ability to explicitly control how that information
is interpreted and shared during sessions. Experimental conditions that
provided such control received significantly higher ratings for perceived
privacy appropriateness and trust. Compared to user control, the effects of
transparency and proactivity on privacy appropriateness perception were low,
and we found no significant impact. The results suggest that merely informing
users or proactive sharing is insufficient without accompanying user control.
These insights underscore the need for further research on mechanisms that
allow users to manage robots' information processing and sharing, especially
when social robots take on more proactive roles alongside humans.","Atikkhan Faridkhan Nilgar, Manuel Dietrich, Kristof Van Laerhoven",2025-09-04T16:19:24Z,2025-09-04T16:19:24Z,http://arxiv.org/abs/2509.04358v1,http://arxiv.org/pdf/2509.04358v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Analyzing Reluctance to Ask for Help When Cooperating With Robots:
  Insights to Integrate Artificial Agents in HRC","As robot technology advances, collaboration between humans and robots will
become more prevalent in industrial tasks. When humans run into issues in such
scenarios, a likely future involves relying on artificial agents or robots for
aid. This study identifies key aspects for the design of future user-assisting
agents. We analyze quantitative and qualitative data from a user study
examining the impact of on-demand assistance received from a remote human in a
human-robot collaboration (HRC) assembly task. We study scenarios in which
users require help and we assess their experiences in requesting and receiving
assistance. Additionally, we investigate participants' perceptions of future
non-human assisting agents and whether assistance should be on-demand or
unsolicited. Through a user study, we analyze the impact that such design
decisions (human or artificial assistant, on-demand or unsolicited help) can
have on elicited emotional responses, productivity, and preferences of humans
engaged in HRC tasks.","Ane San Martin, Michael Hagenow, Julie Shah, Johan Kildal, Elena Lazkano",2025-09-01T13:08:09Z,2025-09-01T13:08:09Z,http://arxiv.org/abs/2509.01450v1,http://arxiv.org/pdf/2509.01450v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Context-Aware Risk Estimation in Home Environments: A Probabilistic
  Framework for Service Robots","We present a novel framework for estimating accident-prone regions in
everyday indoor scenes, aimed at improving real-time risk awareness in service
robots operating in human-centric environments. As robots become integrated
into daily life, particularly in homes, the ability to anticipate and respond
to environmental hazards is crucial for ensuring user safety, trust, and
effective human-robot interaction. Our approach models object-level risk and
context through a semantic graph-based propagation algorithm. Each object is
represented as a node with an associated risk score, and risk propagates
asymmetrically from high-risk to low-risk objects based on spatial proximity
and accident relationship. This enables the robot to infer potential hazards
even when they are not explicitly visible or labeled. Designed for
interpretability and lightweight onboard deployment, our method is validated on
a dataset with human-annotated risk regions, achieving a binary risk detection
accuracy of 75%. The system demonstrates strong alignment with human
perception, particularly in scenes involving sharp or unstable objects. These
results underline the potential of context-aware risk reasoning to enhance
robotic scene understanding and proactive safety behaviors in shared
human-robot spaces. This framework could serve as a foundation for future
systems that make context-driven safety decisions, provide real-time alerts, or
autonomously assist users in avoiding or mitigating hazards within home
environments.","Sena Ishii, Akash Chikhalikar, Ankit A. Ravankar, Jose Victorio Salazar Luces, Yasuhisa Hirata",2025-08-27T11:14:05Z,2025-08-27T11:14:05Z,http://arxiv.org/abs/2508.19788v1,http://arxiv.org/pdf/2508.19788v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Integration of Computer Vision with Adaptive Control for Autonomous
  Driving Using ADORE","Ensuring safety in autonomous driving requires a seamless integration of
perception and decision making under uncertain conditions. Although computer
vision (CV) models such as YOLO achieve high accuracy in detecting traffic
signs and obstacles, their performance degrades in drift scenarios caused by
weather variations or unseen objects. This work presents a simulated autonomous
driving system that combines a context aware CV model with adaptive control
using the ADORE framework. The CARLA simulator was integrated with ADORE via
the ROS bridge, allowing real-time communication between perception, decision,
and control modules. A simulated test case was designed in both clear and drift
weather conditions to demonstrate the robust detection performance of the
perception model while ADORE successfully adapted vehicle behavior to speed
limits and obstacles with low response latency. The findings highlight the
potential of coupling deep learning-based perception with rule-based adaptive
decision making to improve automotive safety critical system.","Abu Shad Ahammed, Md Shahi Amran Hossain, Sayeri Mukherjee, Roman Obermaisser, Md. Ziaur Rahman",2025-08-25T12:55:30Z,2025-09-02T19:01:33Z,http://arxiv.org/abs/2508.17985v2,http://arxiv.org/pdf/2508.17985v2.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"A Rapid Iterative Trajectory Planning Method for Automated Parking
  through Differential Flatness","As autonomous driving continues to advance, automated parking is becoming
increasingly essential. However, significant challenges arise when implementing
path velocity decomposition (PVD) trajectory planning for automated parking.
The primary challenge is ensuring rapid and precise collision-free trajectory
planning, which is often in conflict. The secondary challenge involves
maintaining sufficient control feasibility of the planned trajectory,
particularly at gear shifting points (GSP). This paper proposes a PVD-based
rapid iterative trajectory planning (RITP) method to solve the above
challenges. The proposed method effectively balances the necessity for time
efficiency and precise collision avoidance through a novel collision avoidance
framework. Moreover, it enhances the overall control feasibility of the planned
trajectory by incorporating the vehicle kinematics model and including terminal
smoothing constraints (TSC) at GSP during path planning. Specifically, the
proposed method leverages differential flatness to ensure the planned path
adheres to the vehicle kinematic model. Additionally, it utilizes TSC to
maintain curvature continuity at GSP, thereby enhancing the control feasibility
of the overall trajectory. The simulation results demonstrate superior time
efficiency and tracking errors compared to model-integrated and other
iteration-based trajectory planning methods. In the real-world experiment, the
proposed method was implemented and validated on a ROS-based vehicle,
demonstrating the applicability of the RITP method for real vehicles.","Zhouheng Li, Lei Xie, Cheng Hu, Hongye Su",2025-08-23T14:36:48Z,2025-08-23T14:36:48Z,http://arxiv.org/abs/2508.17038v1,http://arxiv.org/pdf/2508.17038v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"RoboBuddy in the Classroom: Exploring LLM-Powered Social Robots for
  Storytelling in Learning and Integration Activities","Creating and improvising scenarios for content approaching is an enriching
technique in education. However, it comes with a significant increase in the
time spent on its planning, which intensifies when using complex technologies,
such as social robots. Furthermore, addressing multicultural integration is
commonly embedded in regular activities due to the already tight curriculum.
Addressing these issues with a single solution, we implemented an intuitive
interface that allows teachers to create scenario-based activities from their
regular curriculum using LLMs and social robots. We co-designed different
frameworks of activities with 4 teachers and deployed it in a study with 27
students for 1 week. Beyond validating the system's efficacy, our findings
highlight the positive impact of integration policies perceived by the children
and demonstrate the importance of scenario-based activities in students'
enjoyment, observed to be significantly higher when applying storytelling.
Additionally, several implications of using LLMs and social robots in long-term
classroom activities are discussed.","Daniel Tozadore, Nur Ertug, Yasmine Chaker, Mortadha Abderrahim",2025-08-22T13:14:09Z,2025-08-22T13:14:09Z,http://arxiv.org/abs/2508.16706v1,http://arxiv.org/pdf/2508.16706v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Take That for Me: Multimodal Exophora Resolution with Interactive
  Questioning for Ambiguous Out-of-View Instructions","Daily life support robots must interpret ambiguous verbal instructions
involving demonstratives such as ``Bring me that cup,'' even when objects or
users are out of the robot's view. Existing approaches to exophora resolution
primarily rely on visual data and thus fail in real-world scenarios where the
object or user is not visible. We propose Multimodal Interactive Exophora
resolution with user Localization (MIEL), which is a multimodal exophora
resolution framework leveraging sound source localization (SSL), semantic
mapping, visual-language models (VLMs), and interactive questioning with
GPT-4o. Our approach first constructs a semantic map of the environment and
estimates candidate objects from a linguistic query with the user's skeletal
data. SSL is utilized to orient the robot toward users who are initially
outside its visual field, enabling accurate identification of user gestures and
pointing directions. When ambiguities remain, the robot proactively interacts
with the user, employing GPT-4o to formulate clarifying questions. Experiments
in a real-world environment showed results that were approximately 1.3 times
better when the user was visible to the robot and 2.0 times better when the
user was not visible to the robot, compared to the methods without SSL and
interactive questioning. The project website is
https://emergentsystemlabstudent.github.io/MIEL/.","Akira Oyama, Shoichi Hasegawa, Akira Taniguchi, Yoshinobu Hagiwara, Tadahiro Taniguchi",2025-08-22T07:09:06Z,2025-08-22T07:09:06Z,http://arxiv.org/abs/2508.16143v1,http://arxiv.org/pdf/2508.16143v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
Toward an Interaction-Centered Approach to Robot Trustworthiness,"As robots get more integrated into human environments, fostering
trustworthiness in embodied robotic agents becomes paramount for an effective
and safe human-robot interaction (HRI). To achieve that, HRI applications must
promote human trust that aligns with robot skills and avoid misplaced trust or
overtrust, which can pose safety risks and ethical concerns. To achieve that,
HRI applications must promote human trust that aligns with robot skills and
avoid misplaced trust or overtrust, which can pose safety risks and ethical
concerns. In this position paper, we outline an interaction-based framework for
building trust through mutual understanding between humans and robots. We
emphasize two main pillars: human awareness and transparency, referring to the
robot ability to interpret human actions accurately and to clearly communicate
its intentions and goals, respectively. By integrating these two pillars,
robots can behave in a manner that aligns with human expectations and needs
while providing their human partners with both comprehension and control over
their actions. We also introduce four components that we think are important
for bridging the gap between a human-perceived sense of trust and a robot true
capabilities.","Carlo Mazzola, Hassan Ali, Kristína Malinovská, Igor Farkaš",2025-08-19T16:13:33Z,2025-08-19T16:13:33Z,http://arxiv.org/abs/2508.13976v1,http://arxiv.org/pdf/2508.13976v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Insights from Interviews with Teachers and Students on the Use of a
  Social Robot in Computer Science Class in Sixth Grade","In this paper we report on first insights from interviews with teachers and
students on using social robots in computer science class in sixth grade. Our
focus is on learning about requirements and potential applications. We are
particularly interested in getting both perspectives, the teachers' and the
learners' view on how robots could be used and what features they should or
should not have. Results show that teachers as well as students are very open
to robots in the classroom. However, requirements are partially quite
heterogeneous among the groups. This leads to complex design challenges which
we discuss at the end of this paper.","Ann-Sophie L. Schenk, Stefan Schiffer, Heqiu Song",2025-08-18T14:22:28Z,2025-08-19T11:08:27Z,http://arxiv.org/abs/2508.12946v2,http://arxiv.org/pdf/2508.12946v2.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Implementation and evaluation of a prediction algorithm for an
  autonomous vehicle","This paper presents a prediction algorithm that estimates the vehicle
trajectory every five milliseconds for an autonomous vehicle. A kinematic and a
dynamic bicycle model are compared, with the dynamic model exhibiting superior
accuracy at higher speeds. Vehicle parameters such as mass, center of gravity,
moment of inertia, and cornering stiffness are determined experimentally. For
cornering stiffness, a novel measurement procedure using optical position
tracking is introduced. The model is incorporated into an extended Kalman
filter and implemented in a ROS node in C++. The algorithm achieves a
positional deviation of only 1.25 cm per meter over the entire test drive and
is up to 82.6% more precise than the kinematic model.",Marco Leon Rapp,2025-08-17T10:02:14Z,2025-08-17T10:02:14Z,http://arxiv.org/abs/2508.12312v1,http://arxiv.org/pdf/2508.12312v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
Into the Wild: When Robots Are Not Welcome,"Social robots are increasingly being deployed in public spaces, where they
face not only technological difficulties and unexpected user utterances, but
also objections from stakeholders who may not be comfortable with introducing a
robot into those spaces. We describe our difficulties with deploying a social
robot in two different public settings: 1) Student services center; 2) Refugees
and asylum seekers drop-in service. Although this is a failure report, in each
use case we eventually managed to earn the trust of the staff and form a
relationship with them, allowing us to deploy our robot and conduct our
studies.","Shaul Ashkenazi, Gabriel Skantze, Jane Stuart-Smith, Mary Ellen Foster",2025-08-16T15:18:17Z,2025-08-20T13:32:18Z,http://arxiv.org/abs/2508.12075v2,http://arxiv.org/pdf/2508.12075v2.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
"Swarm-in-Blocks: Simplifying Drone Swarm Programming with Block-Based
  Language","Swarm in Blocks, originally developed for CopterHack 2022, is a high-level
interface that simplifies drone swarm programming using a block-based language.
Building on the Clover platform, this tool enables users to create
functionalities like loops and conditional structures by assembling code
blocks. In 2023, we introduced Swarm in Blocks 2.0, further refining the
platform to address the complexities of swarm management in a user-friendly
way. As drone swarm applications grow in areas like delivery, agriculture, and
surveillance, the challenge of managing them, especially for beginners, has
also increased. The Atena team developed this interface to make swarm handling
accessible without requiring extensive knowledge of ROS or programming. The
block-based approach not only simplifies swarm control but also expands
educational opportunities in programming.","Agnes Bressan de Almeida, Joao Aires Correa Fernandes Marsicano",2025-08-15T14:20:09Z,2025-08-15T14:20:09Z,http://arxiv.org/abs/2508.11498v1,http://arxiv.org/pdf/2508.11498v1.pdf,all:ROS AND all:robot AND submittedDate:[202309062229 TO 202509052229],2025
