title,summary,authors,published,updated,url,pdf_url,matched_query,year
"ROS-related Robotic Systems Development with V-model-based Application
  of MeROS Metamodel","Systems built on the Robot Operating System (ROS) are increasingly easy to
assemble, yet hard to govern and reliably coordinate. Beyond the sheer number
of subsystems involved, the difficulty stems from their diversity and
interaction depth. In this paper, we use a compact heterogeneous robotic system
(HeROS), combining mobile and manipulation capabilities, as a demonstration
vehicle under dynamically changing tasks. Notably, all its subsystems are
powered by ROS.
  The use of compatible interfaces and other ROS integration capabilities
simplifies the construction of such systems. However, this only addresses part
of the complexity: the semantic coherence and structural traceability are even
more important for precise coordination and call for deliberate engineering
methods. The Model-Based Systems Engineering (MBSE) discipline, which emerged
from the experience of complexity management in large-scale engineering
domains, offers the methodological foundations needed.
  Despite their strengths in complementary aspects of robotics systems
engineering, the lack of a unified approach to integrate ROS and MBSE hinders
the full potential of these tools. Motivated by the anticipated impact of such
a synergy in robotics practice, we propose a structured methodology based on
MeROS - a SysML metamodel created specifically to put the ROS-based systems
into the focus of the MBSE workflow. As its methodological backbone, we adapt
the well-known V-model to this context, illustrating how complex robotic
systems can be designed with traceability and validation capabilities embedded
into their lifecycle using practices familiar to engineering teams.","Tomasz Winiarski, Jan Kaniuka, Daniel Giełdowski, Jakub Ostrysz, Krystian Radlak, Dmytro Kushnir",2025-06-10T11:44:00Z,2025-08-22T17:50:24Z,http://arxiv.org/abs/2506.08706v2,http://arxiv.org/pdf/2506.08706v2.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Reducing Latency in LLM-Based Natural Language Commands Processing for
  Robot Navigation","The integration of Large Language Models (LLMs), such as GPT, in industrial
robotics enhances operational efficiency and human-robot collaboration.
However, the computational complexity and size of these models often provide
latency problems in request and response times. This study explores the
integration of the ChatGPT natural language model with the Robot Operating
System 2 (ROS 2) to mitigate interaction latency and improve robotic system
control within a simulated Gazebo environment. We present an architecture that
integrates these technologies without requiring a middleware transport
platform, detailing how a simulated mobile robot responds to text and voice
commands. Experimental results demonstrate that this integration improves
execution speed, usability, and accessibility of the human-robot interaction by
decreasing the communication latency by 7.01\% on average. Such improvements
facilitate smoother, real-time robot operations, which are crucial for
industrial automation and precision tasks.","Diego Pollini, Bruna V. Guterres, Rodrigo S. Guerra, Ricardo B. Grando",2025-05-29T21:16:14Z,2025-05-29T21:16:14Z,http://arxiv.org/abs/2506.00075v1,http://arxiv.org/pdf/2506.00075v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Capability-Driven Skill Generation with LLMs: A RAG-Based Approach for
  Reusing Existing Libraries and Interfaces","Modern automation systems increasingly rely on modular architectures, with
capabilities and skills as one solution approach. Capabilities define the
functions of resources in a machine-readable form and skills provide the
concrete implementations that realize those capabilities. However, the
development of a skill implementation conforming to a corresponding capability
remains a time-consuming and challenging task. In this paper, we present a
method that treats capabilities as contracts for skill implementations and
leverages large language models to generate executable code based on natural
language user input. A key feature of our approach is the integration of
existing software libraries and interface technologies, enabling the generation
of skill implementations across different target languages. We introduce a
framework that allows users to incorporate their own libraries and resource
interfaces into the code generation process through a retrieval-augmented
generation architecture. The proposed method is evaluated using an autonomous
mobile robot controlled via Python and ROS 2, demonstrating the feasibility and
flexibility of the approach.","Luis Miguel Vieira da Silva, Aljosha Köcher, Nicolas König, Felix Gehlhoff, Alexander Fay",2025-05-06T08:27:04Z,2025-05-06T08:27:04Z,http://arxiv.org/abs/2505.03295v1,http://arxiv.org/pdf/2505.03295v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"SimPRIVE: a Simulation framework for Physical Robot Interaction with
  Virtual Environments","The use of machine learning in cyber-physical systems has attracted the
interest of both industry and academia. However, no general solution has yet
been found against the unpredictable behavior of neural networks and
reinforcement learning agents. Nevertheless, the improvements of
photo-realistic simulators have paved the way towards extensive testing of
complex algorithms in different virtual scenarios, which would be expensive and
dangerous to implement in the real world.
  This paper presents SimPRIVE, a simulation framework for physical robot
interaction with virtual environments, which operates as a vehicle-in-the-loop
platform, rendering a virtual world while operating the vehicle in the real
world.
  Using SimPRIVE, any physical mobile robot running on ROS 2 can easily be
configured to move its digital twin in a virtual world built with the Unreal
Engine 5 graphic engine, which can be populated with objects, people, or other
vehicles with programmable behavior.
  SimPRIVE has been designed to accommodate custom or pre-built virtual worlds
while being light-weight to contain execution times and allow fast rendering.
Its main advantage lies in the possibility of testing complex algorithms on the
full software and hardware stack while minimizing the risks and costs of a test
campaign. The framework has been validated by testing a reinforcement learning
agent trained for obstacle avoidance on an AgileX Scout Mini rover that
navigates a virtual office environment where everyday objects and people are
placed as obstacles. The physical rover moves with no collision in an indoor
limited space, thanks to a LiDAR-based heuristic.","Federico Nesti, Gianluca D'Amico, Mauro Marinoni, Giorgio Buttazzo",2025-04-30T09:22:55Z,2025-04-30T09:22:55Z,http://arxiv.org/abs/2504.21454v1,http://arxiv.org/pdf/2504.21454v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Lightweight LiDAR-Camera 3D Dynamic Object Detection and Multi-Class
  Trajectory Prediction","Service mobile robots are often required to avoid dynamic objects while
performing their tasks, but they usually have only limited computational
resources. So we present a lightweight multi-modal framework for 3D object
detection and trajectory prediction. Our system synergistically integrates
LiDAR and camera inputs to achieve real-time perception of pedestrians,
vehicles, and riders in 3D space. The framework proposes two novel modules: 1)
a Cross-Modal Deformable Transformer (CMDT) for object detection with high
accuracy and acceptable amount of computation, and 2) a Reference
Trajectory-based Multi-Class Transformer (RTMCT) for efficient and diverse
trajectory prediction of mult-class objects with flexible trajectory lengths.
Evaluations on the CODa benchmark demonstrate superior performance over
existing methods across detection (+2.03% in mAP) and trajectory prediction
(-0.408m in minADE5 of pedestrians) metrics. Remarkably, the system exhibits
exceptional deployability - when implemented on a wheelchair robot with an
entry-level NVIDIA 3060 GPU, it achieves real-time inference at 13.2 fps. To
facilitate reproducibility and practical deployment, we release the related
code of the method at https://github.com/TossherO/3D_Perception and its ROS
inference version at https://github.com/TossherO/ros_packages.","Yushen He, Lei Zhao, Tianchen Deng, Zipeng Fang, Weidong Chen",2025-04-18T11:59:34Z,2025-04-18T11:59:34Z,http://arxiv.org/abs/2504.13647v1,http://arxiv.org/pdf/2504.13647v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Strengthening Multi-Robot Systems for SAR: Co-Designing Robotics and
  Communication Towards 6G","This paper presents field-tested use cases from Search and Rescue (SAR)
missions, highlighting the co-design of mobile robots and communication systems
to support Edge-Cloud architectures based on 5G Standalone (SA). The main goal
is to contribute to the effective cooperation of multiple robots and first
responders. Our field experience includes the development of Hybrid Wireless
Sensor Networks (H-WSNs) for risk and victim detection, smartphones integrated
into the Robot Operating System (ROS) as Edge devices for mission requests and
path planning, real-time Simultaneous Localization and Mapping (SLAM) via
Multi-Access Edge Computing (MEC), and implementation of Uncrewed Ground
Vehicles (UGVs) for victim evacuation in different navigation modes. These
experiments, conducted in collaboration with actual first responders,
underscore the need for intelligent network resource management, balancing
low-latency and high-bandwidth demands. Network slicing is key to ensuring
critical emergency services are performed despite challenging communication
conditions. The paper identifies architectural needs, lessons learned, and
challenges to be addressed by 6G technologies to enhance emergency response
capabilities.","Juan Bravo-Arrabal, Ricardo Vázquez-Martín, J. J. Fernández-Lozano, Alfonso García-Cerezo",2025-04-02T17:47:11Z,2025-04-02T17:47:11Z,http://arxiv.org/abs/2504.01940v1,http://arxiv.org/pdf/2504.01940v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Energy-aware Joint Orchestration of 5G and Robots: Experimental Testbed
  and Field Validation","5G mobile networks introduce a new dimension for connecting and operating
mobile robots in outdoor environments, leveraging cloud-native and offloading
features of 5G networks to enable fully flexible and collaborative cloud robot
operations. However, the limited battery life of robots remains a significant
obstacle to their effective adoption in real-world exploration scenarios. This
paper explores, via field experiments, the potential energy-saving gains of
OROS, a joint orchestration of 5G and Robot Operating System (ROS) that
coordinates multiple 5G-connected robots both in terms of navigation and
sensing, as well as optimizes their cloud-native service resource utilization
while minimizing total resource and energy consumption on the robots based on
real-time feedback. We designed, implemented and evaluated our proposed OROS in
an experimental testbed composed of commercial off-the-shelf robots and a local
5G infrastructure deployed on a campus. The experimental results demonstrated
that OROS significantly outperforms state-of-the-art approaches in terms of
energy savings by offloading demanding computational tasks to the 5G edge
infrastructure and dynamic energy management of on-board sensors (e.g.,
switching them off when they are not needed). This strategy achieves
approximately 15% energy savings on the robots, thereby extending battery life,
which in turn allows for longer operating times and better resource
utilization.","Milan Groshev, Lanfranco Zanzi, Carmen Delgado, Xi Li, Antonio de la Oliva, Xavier Costa-Perez",2025-03-25T12:54:25Z,2025-03-25T12:54:25Z,http://arxiv.org/abs/2503.19613v1,http://arxiv.org/pdf/2503.19613v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
Planning and Control for Deformable Linear Object Manipulation,"Manipulating a deformable linear object (DLO) such as wire, cable, and rope
is a common yet challenging task due to their high degrees of freedom and
complex deformation behaviors, especially in an environment with obstacles.
Existing local control methods are efficient but prone to failure in complex
scenarios, while precise global planners are computationally intensive and
difficult to deploy. This paper presents an efficient, easy-to-deploy framework
for collision-free DLO manipulation using mobile manipulators. We demonstrate
the effectiveness of leveraging standard planning tools for high-dimensional
DLO manipulation without requiring custom planners or extensive data-driven
models. Our approach combines an off-the-shelf global planner with a real-time
local controller. The global planner approximates the DLO as a series of rigid
links connected by spherical joints, enabling rapid path planning without the
need for problem-specific planners or large datasets. The local controller
employs control barrier functions (CBFs) to enforce safety constraints,
maintain the DLO integrity, prevent overstress, and handle obstacle avoidance.
It compensates for modeling inaccuracies by using a state-of-the-art
position-based dynamics technique that approximates physical properties like
Young's and shear moduli. We validate our framework through extensive
simulations and real-world demonstrations. In complex obstacle
scenarios-including tent pole transport, corridor navigation, and tasks
requiring varied stiffness-our method achieves a 100% success rate over
thousands of trials, with significantly reduced planning times compared to
state-of-the-art techniques. Real-world experiments include transportation of a
tent pole and a rope using mobile manipulators. We share our ROS-based
implementation to facilitate adoption in various applications.","Burak Aksoy, John Wen",2025-03-06T01:44:36Z,2025-03-06T01:44:36Z,http://arxiv.org/abs/2503.04007v1,http://arxiv.org/pdf/2503.04007v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
Equivariant Filter Design for Range-only SLAM,"Range-only Simultaneous Localisation and Mapping (RO-SLAM) is of interest due
to its practical applications in ultra-wideband (UWB) and Bluetooth Low Energy
(BLE) localisation in terrestrial and aerial applications and acoustic beacon
localisation in submarine applications. In this work, we consider a mobile
robot equipped with an inertial measurement unit (IMU) and a range sensor that
measures distances to a collection of fixed landmarks. We derive an equivariant
filter (EqF) for the RO-SLAM problem based on a symmetry Lie group that is
compatible with the range measurements. The proposed filter does not require
bootstrapping or initialisation of landmark positions, and demonstrates
robustness to the no-prior situation. The filter is demonstrated on a
real-world dataset, and it is shown to significantly outperform a
state-of-the-art EKF alternative in terms of both accuracy and robustness.","Yixiao Ge, Arthur Pearce, Pieter van Goor, Robert Mahony",2025-03-05T23:48:32Z,2025-03-05T23:48:32Z,http://arxiv.org/abs/2503.03973v1,http://arxiv.org/pdf/2503.03973v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"RobotIQ: Empowering Mobile Robots with Human-Level Planning for
  Real-World Execution","This paper introduces RobotIQ, a framework that empowers mobile robots with
human-level planning capabilities, enabling seamless communication via natural
language instructions through any Large Language Model. The proposed framework
is designed in the ROS architecture and aims to bridge the gap between humans
and robots, enabling robots to comprehend and execute user-expressed text or
voice commands. Our research encompasses a wide spectrum of robotic tasks,
ranging from fundamental logical, mathematical, and learning reasoning for
transferring knowledge in domains like navigation, manipulation, and object
localization, enabling the application of learned behaviors from simulated
environments to real-world operations. All encapsulated within a modular
crafted robot library suite of API-wise control functions, RobotIQ offers a
fully functional AI-ROS-based toolset that allows researchers to design and
develop their own robotic actions tailored to specific applications and robot
configurations. The effectiveness of the proposed system was tested and
validated both in simulated and real-world experiments focusing on a home
service scenario that included an assistive application designed for elderly
people. RobotIQ with an open-source, easy-to-use, and adaptable robotic library
suite for any robot can be found at https://github.com/emmarapt/RobotIQ.","Emmanuel K. Raptis, Athanasios Ch. Kapoutsis, Elias B. Kosmatopoulos",2025-02-18T13:49:28Z,2025-02-18T13:49:28Z,http://arxiv.org/abs/2502.12862v1,http://arxiv.org/pdf/2502.12862v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"CoNav Chair: Design of a ROS-based Smart Wheelchair for Shared Control
  Navigation in the Built Environment","With the number of people with disabilities (PWD) increasing worldwide each
year, the demand for mobility support to enable independent living and social
integration is also growing. Wheelchairs commonly support the mobility of PWD
in both indoor and outdoor environments. However, current powered wheelchairs
(PWC) often fail to meet the needs of PWD, who may find it difficult to operate
them. Furthermore, existing research on robotic wheelchairs typically focuses
either on full autonomy or enhanced manual control, which can lead to reduced
efficiency and user trust. To address these issues, this paper proposes a Robot
Operating System (ROS)-based smart wheelchair, called CoNav Chair, that
incorporates a shared control navigation algorithm and obstacle avoidance to
support PWD while fostering efficiency and trust between the robot and the
user. Our design consists of hardware and software components. Experimental
results conducted in a typical indoor social environment demonstrate the
performance and effectiveness of the smart wheelchair hardware and software
design. This integrated design promotes trust and autonomy, which are crucial
for the acceptance of assistive mobility technologies in the built environment.","Yifan Xu, Qianwei Wang, Jordan Lillie, Vineet Kamat, Carol Menassa",2025-01-16T17:31:27Z,2025-01-16T17:31:27Z,http://arxiv.org/abs/2501.09680v1,http://arxiv.org/pdf/2501.09680v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
"Comparison of Various SLAM Systems for Mobile Robot in an Indoor
  Environment","This article presents a comparative analysis of a mobile robot trajectories
computed by various ROS-based SLAM systems. For this reason we developed a
prototype of a mobile robot with common sensors: 2D lidar, a monocular and ZED
stereo cameras. Then we conducted experiments in a typical office environment
and collected data from all sensors, running all tested SLAM systems based on
the acquired dataset. We studied the following SLAM systems: (a) 2D
lidar-based: GMapping, Hector SLAM, Cartographer; (b) monocular camera-based:
Large Scale Direct monocular SLAM (LSD SLAM), ORB SLAM, Direct Sparse Odometry
(DSO); and (c) stereo camera-based: ZEDfu, Real-Time Appearance-Based Mapping
(RTAB map), ORB SLAM, Stereo Parallel Tracking and Mapping (S-PTAM). Since all
SLAM methods were tested on the same dataset we compared results for different
SLAM systems with appropriate metrics, demonstrating encouraging results for
lidar-based Cartographer SLAM, Monocular ORB SLAM and Stereo RTAB Map methods.","Maksim Filipenko, Ilya Afanasyev",2025-01-16T12:01:44Z,2025-01-16T12:01:44Z,http://arxiv.org/abs/2501.09490v1,http://arxiv.org/pdf/2501.09490v1.pdf,all:ROS AND all:mobile AND submittedDate:[202309062229 TO 202509052229],2025
