title,summary,authors,published,updated,url,pdf_url,matched_query,year
"Vision-Language Fusion for Real-Time Autonomous Driving: Goal-Centered
  Cross-Attention of Camera, HD-Map, & Waypoints","Autonomous cars need geometric accuracy and semantic understanding to
navigate complex environments, yet most stacks handle them separately. We
present XYZ-Drive, a single vision-language model that reads a front-camera
frame, a 25m $\times$ 25m overhead map, and the next waypoint, then outputs
steering and speed. A lightweight goal-centered cross-attention layer lets
waypoint tokens highlight relevant image and map patches, supporting both
action and textual explanations, before the fused tokens enter a partially
fine-tuned LLaMA-3.2 11B model.
  On the MD-NEX Outdoor-Driving benchmark XYZ-Drive attains 95% success and
0.80 Success weighted by Path Length (SPL), surpassing PhysNav-DG by 15%. and
halving collisions, all while significantly improving efficiency by using only
a single branch. Sixteen ablations explain the gains. Removing any modality
(vision, waypoint, map) drops success by up to 11%, confirming their
complementary roles and rich connections. Replacing goal-centered attention
with simple concatenation cuts 3% in performance, showing query-based fusion
injects map knowledge more effectively. Keeping the transformer frozen loses
5%, showing the importance of fine-tuning when applying VLMs for specific tasks
such as autonomous driving. Coarsening map resolution from 10 cm to 40 cm blurs
lane edges and raises crash rate.
  Overall, these results demonstrate that early, token-level fusion of intent
and map layout enables accurate, transparent, real-time driving.","Santosh Patapati, Trisanth Srinivasan, Murari Ambati",2025-07-30T19:51:23Z,2025-08-05T02:56:37Z,http://arxiv.org/abs/2507.23064v2,http://arxiv.org/pdf/2507.23064v2.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Early Goal-Guided Multi-Scale Fusion for Real-Time Vision-Language
  Driving","Autonomous vehicles must react in milliseconds while reasoning about road
geometry and traffic intent to navigate complex situations. We introduce
NovaDrive, a single-branch vision-language architecture that processes
front-camera images, HD-map tiles, LiDAR depth, and textual waypoints in a
single branch. A lightweight, two-stage cross-attention block first aligns
waypoint tokens with the HD map, then refines attention over fine-grained image
and depth patches. Coupled with a novel smoothness loss that discourages abrupt
steering and speed changes, this design eliminates the need for recurrent
memory. We fine-tune the top 15 layers of an 11B LLaMA-3.2 vision-language
backbone, enabling real-time inference. On the nuScenes / Waymo subset of the
MD-NEX Outdoor benchmark, NovaDrive raises success rate to 84% (+4%), boosts
path-efficiency (SPL) to 0.66 (+0.11), and reduces collision frequency from
2.6% to 1.2% (-1.4%) relative to the previous state-of-the-art. Our ablations
confirm that waypoint tokens, partial VLM fine-tuning, and the cross-attention
fusion each contribute the most to these gains. Beyond safety, NovaDrive's
shorter routes (resulting from the novel smoothness loss) translate to lower
fuel or battery usage, pointing toward leaner, more easily updated driving
stacks. NovaDrive can be extended to other embodied-AI domains as well.","Santosh Patapati, Trisanth Srinivasan",2025-07-30T19:12:42Z,2025-07-30T19:12:42Z,http://arxiv.org/abs/2507.23042v1,http://arxiv.org/pdf/2507.23042v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
Monocular Semantic Scene Completion via Masked Recurrent Networks,"Monocular Semantic Scene Completion (MSSC) aims to predict the voxel-wise
occupancy and semantic category from a single-view RGB image. Existing methods
adopt a single-stage framework that aims to simultaneously achieve visible
region segmentation and occluded region hallucination, while also being
affected by inaccurate depth estimation. Such methods often achieve suboptimal
performance, especially in complex scenes. We propose a novel two-stage
framework that decomposes MSSC into coarse MSSC followed by the Masked
Recurrent Network. Specifically, we propose the Masked Sparse Gated Recurrent
Unit (MS-GRU) which concentrates on the occupied regions by the proposed mask
updating mechanism, and a sparse GRU design is proposed to reduce the
computation cost. Additionally, we propose the distance attention projection to
reduce projection errors by assigning different attention scores according to
the distance to the observed surface. Experimental results demonstrate that our
proposed unified framework, MonoMRN, effectively supports both indoor and
outdoor scenes and achieves state-of-the-art performance on the NYUv2 and
SemanticKITTI datasets. Furthermore, we conduct robustness analysis under
various disturbances, highlighting the role of the Masked Recurrent Network in
enhancing the model's resilience to such challenges. The source code is
publicly available.","Xuzhi Wang, Xinran Wu, Song Wang, Lingdong Kong, Ziping Zhao",2025-07-23T16:29:45Z,2025-07-23T16:29:45Z,http://arxiv.org/abs/2507.17661v1,http://arxiv.org/pdf/2507.17661v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Towards foundational LiDAR world models with efficient latent flow
  matching","LiDAR-based world models offer more structured and geometry-aware
representations than their image-based counterparts. However, existing LiDAR
world models are narrowly trained; each model excels only in the domain for
which it was built. Can we develop LiDAR world models that exhibit strong
transferability across multiple domains? We conduct the first systematic domain
transfer study across three demanding scenarios: (i) outdoor to indoor
generalization, (ii) sparse-beam \& dense-beam adaptation, and (iii)
non-semantic to semantic transfer. Given different amounts of fine-tuning data,
our experiments show that a single pre-trained model can achieve up to 11%
absolute improvement (83\% relative) over training from scratch and outperforms
training from scratch in 30/36 of our comparisons. This transferability of
dynamic learning significantly reduces the reliance on manually annotated data
for semantic occupancy forecasting: our method exceed the previous semantic
occupancy forecasting models with only 5% of the labeled training data required
by prior models. We also observed inefficiencies of current LiDAR world models,
mainly through their under-compression of LiDAR data and inefficient training
objectives. To address this, we propose a latent conditional flow matching
(CFM)-based frameworks that achieves state-of-the-art reconstruction accuracy
using only half the training data and a compression ratio 6 times higher than
that of prior methods. Our model achieves SOTA performance on
future-trajectory-conditioned semantic occupancy forecasting while being 23x
more computationally efficient (a 28x FPS speedup); and achieves SOTA
performance on semantic occupancy forecasting while being 2x more
computationally efficient (a 1.1x FPS speedup).","Tianran Liu, Shengwen Zhao, Nicholas Rhinehart",2025-06-30T00:16:55Z,2025-06-30T00:16:55Z,http://arxiv.org/abs/2506.23434v1,http://arxiv.org/pdf/2506.23434v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Cooperative Circumnavigation for Multi-Quadrotor Systems via Onboard
  Sensing","A cooperative circumnavigation framework is proposed for multi-quadrotor
systems to enclose and track a moving target without reliance on external
localization systems. The distinct relationships between quadrotor-quadrotor
and quadrotor-target interactions are evaluated using a heterogeneous
perception strategy and corresponding state estimation algorithms. A modified
Kalman filter is developed to fuse visual-inertial odometry with range
measurements to enhance the accuracy of inter-quadrotor relative localization.
An event-triggered distributed Kalman filter is designed to achieve robust
target state estimation under visual occlusion by incorporating neighbor
measurements and estimated inter-quadrotor relative positions. Using the
estimation results, a cooperative circumnavigation controller is constructed,
leveraging an oscillator-based autonomous formation flight strategy. We conduct
extensive indoor and outdoor experiments to validate the efficiency of the
proposed circumnavigation framework in occluded environments. Furthermore, a
quadrotor failure experiment highlights the inherent fault tolerance property
of the proposed framework, underscoring its potential for deployment in
search-and-rescue operations.","Xueming Liu, Lin Li, Xiang Zhou, Qingrui Zhang, Tianjiang Hu",2025-06-26T02:41:55Z,2025-06-26T02:41:55Z,http://arxiv.org/abs/2506.20954v1,http://arxiv.org/pdf/2506.20954v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Look to Locate: Vision-Based Multisensory Navigation with 3-D Digital
  Maps for GNSS-Challenged Environments","In Global Navigation Satellite System (GNSS)-denied environments such as
indoor parking structures or dense urban canyons, achieving accurate and robust
vehicle positioning remains a significant challenge. This paper proposes a
cost-effective, vision-based multi-sensor navigation system that integrates
monocular depth estimation, semantic filtering, and visual map registration
(VMR) with 3-D digital maps. Extensive testing in real-world indoor and outdoor
driving scenarios demonstrates the effectiveness of the proposed system,
achieving sub-meter accuracy of 92% indoors and more than 80% outdoors, with
consistent horizontal positioning and heading average root mean-square errors
of approximately 0.98 m and 1.25 {\deg}, respectively. Compared to the
baselines examined, the proposed solution significantly reduced drift and
improved robustness under various conditions, achieving positioning accuracy
improvements of approximately 88% on average. This work highlights the
potential of cost-effective monocular vision systems combined with 3D maps for
scalable, GNSS-independent navigation in land vehicles.","Ola Elmaghraby, Eslam Mounier, Paulo Ricardo Marques de Araujo, Aboelmagd Noureldin",2025-06-24T17:44:03Z,2025-06-24T17:44:03Z,http://arxiv.org/abs/2506.19827v1,http://arxiv.org/pdf/2506.19827v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"MCN-SLAM: Multi-Agent Collaborative Neural SLAM with Hybrid Implicit
  Neural Scene Representation","Neural implicit scene representations have recently shown promising results
in dense visual SLAM. However, existing implicit SLAM algorithms are
constrained to single-agent scenarios, and fall difficulties in large-scale
scenes and long sequences. Existing NeRF-based multi-agent SLAM frameworks
cannot meet the constraints of communication bandwidth. To this end, we propose
the first distributed multi-agent collaborative neural SLAM framework with
hybrid scene representation, distributed camera tracking, intra-to-inter loop
closure, and online distillation for multiple submap fusion. A novel
triplane-grid joint scene representation method is proposed to improve scene
reconstruction. A novel intra-to-inter loop closure method is designed to
achieve local (single-agent) and global (multi-agent) consistency. We also
design a novel online distillation method to fuse the information of different
submaps to achieve global consistency. Furthermore, to the best of our
knowledge, there is no real-world dataset for NeRF-based/GS-based SLAM that
provides both continuous-time trajectories groundtruth and high-accuracy 3D
meshes groundtruth. To this end, we propose the first real-world Dense slam
(DES) dataset covering both single-agent and multi-agent scenarios, ranging
from small rooms to large-scale outdoor scenes, with high-accuracy ground truth
for both 3D mesh and continuous-time camera trajectory. This dataset can
advance the development of the research in both SLAM, 3D reconstruction, and
visual foundation model. Experiments on various datasets demonstrate the
superiority of the proposed method in both mapping, tracking, and
communication. The dataset and code will open-source on
https://github.com/dtc111111/mcnslam.","Tianchen Deng, Guole Shen, Xun Chen, Shenghai Yuan, Hongming Shen, Guohao Peng, Zhenyu Wu, Jingchuan Wang, Lihua Xie, Danwei Wang, Hesheng Wang, Weidong Chen",2025-06-23T14:22:29Z,2025-08-19T06:02:44Z,http://arxiv.org/abs/2506.18678v2,http://arxiv.org/pdf/2506.18678v2.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Crowdsourcing Ubiquitous Indoor Localization with Non-Cooperative Wi-Fi
  Ranging","Indoor localization opens the path to potentially transformative
applications. Although many indoor localization methods have been proposed over
the years, they remain too impractical for widespread deployment in the real
world. In this paper, we introduce PeepLoc, a deployable and scalable
Wi-Fi-based solution for indoor localization that relies only on pre-existing
devices and infrastructure. Specifically, PeepLoc works on any mobile device
with an unmodified Wi-Fi transceiver and in any indoor environment with a
sufficient number of Wi-Fi access points (APs) and pedestrian traffic. At the
core of PeepLoc is (a) a mechanism which allows any Wi-Fi device to obtain
non-cooperative time-of-flight (ToF) to any Wi-Fi AP and (b) a novel
bootstrapping mechanism that relies on pedestrian dead reckoning (PDR) and
crowdsourcing to opportunistically initialize pre-existing APs as anchor points
within an environment. We implement PeepLoc using commodity hardware and
evaluate it extensively across 4 campus buildings. We show PeepLoc leads to a
mean and median positional error of 3.41 m and 3.06 m respectively, which is
superior to existing deployed indoor localization systems and is competitive
with commodity GPS in outdoor environments.","Emerson Sie, Enguang Fan, Federico Cifuentes-Urtubey, Deepak Vasisht",2025-06-23T06:04:45Z,2025-07-05T07:44:19Z,http://arxiv.org/abs/2506.18317v2,http://arxiv.org/pdf/2506.18317v2.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Embodied Web Agents: Bridging Physical-Digital Realms for Integrated
  Agent Intelligence","AI agents today are mostly siloed - they either retrieve and reason over vast
amount of digital information and knowledge obtained online; or interact with
the physical world through embodied perception, planning and action - but
rarely both. This separation limits their ability to solve tasks that require
integrated physical and digital intelligence, such as cooking from online
recipes, navigating with dynamic map data, or interpreting real-world landmarks
using web knowledge. We introduce Embodied Web Agents, a novel paradigm for AI
agents that fluidly bridge embodiment and web-scale reasoning. To
operationalize this concept, we first develop the Embodied Web Agents task
environments, a unified simulation platform that tightly integrates realistic
3D indoor and outdoor environments with functional web interfaces. Building
upon this platform, we construct and release the Embodied Web Agents Benchmark,
which encompasses a diverse suite of tasks including cooking, navigation,
shopping, tourism, and geolocation - all requiring coordinated reasoning across
physical and digital realms for systematic assessment of cross-domain
intelligence. Experimental results reveal significant performance gaps between
state-of-the-art AI systems and human capabilities, establishing both
challenges and opportunities at the intersection of embodied cognition and
web-scale knowledge access. All datasets, codes and websites are publicly
available at our project page https://embodied-web-agent.github.io/.","Yining Hong, Rui Sun, Bingxuan Li, Xingcheng Yao, Maxine Wu, Alexander Chien, Da Yin, Ying Nian Wu, Zhecan James Wang, Kai-Wei Chang",2025-06-18T17:58:17Z,2025-07-29T22:40:49Z,http://arxiv.org/abs/2506.15677v3,http://arxiv.org/pdf/2506.15677v3.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
"Time-Optimized Safe Navigation in Unstructured Environments through
  Learning Based Depth Completion","Quadrotors hold significant promise for several applications such as
agriculture, search and rescue, and infrastructure inspection. Achieving
autonomous operation requires systems to navigate safely through complex and
unfamiliar environments. This level of autonomy is particularly challenging due
to the complexity of such environments and the need for real-time decision
making especially for platforms constrained by size, weight, and power (SWaP),
which limits flight time and precludes the use of bulky sensors like Light
Detection and Ranging (LiDAR) for mapping. Furthermore, computing globally
optimal, collision-free paths and translating them into time-optimized, safe
trajectories in real time adds significant computational complexity. To address
these challenges, we present a fully onboard, real-time navigation system that
relies solely on lightweight onboard sensors. Our system constructs a dense 3D
map of the environment using a novel visual depth estimation approach that
fuses stereo and monocular learning-based depth, yielding longer-range, denser,
and less noisy depth maps than conventional stereo methods. Building on this
map, we introduce a novel planning and trajectory generation framework capable
of rapidly computing time-optimal global trajectories. As the map is
incrementally updated with new depth information, our system continuously
refines the trajectory to maintain safety and optimality. Both our planner and
trajectory generator outperforms state-of-the-art methods in terms of
computational efficiency and guarantee obstacle-free trajectories. We validate
our system through robust autonomous flight experiments in diverse indoor and
outdoor environments, demonstrating its effectiveness for safe navigation in
previously unknown settings.","Jeffrey Mao, Raghuram Cauligi Srinivas, Steven Nogar, Giuseppe Loianno",2025-06-17T21:01:05Z,2025-06-17T21:01:05Z,http://arxiv.org/abs/2506.14975v1,http://arxiv.org/pdf/2506.14975v1.pdf,all:outdoor AND all:robot AND submittedDate:[202309062228 TO 202509052228],2025
